"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Offence Group","C02199V02655","Sex","UNIT","VALUE"
"RCD08C01","Recorded crime suspected offenders","2022","2022","01","Homicide Offences","1","Male","Number","66"
"RCD08C01","Recorded crime suspected offenders","2022","2022","01","Homicide Offences","2","Female","Number","11"
"RCD08C01","Recorded crime suspected offenders","2022","2022","011","Murder/Manslaughter/Infanticide","-","Both sexes","Number","47"
"RCD08C01","Recorded crime suspected offenders","2022","2022","011","Murder/Manslaughter/Infanticide","1","Male","Number","40"
"RCD08C01","Recorded crime suspected offenders","2022","2022","011","Murder/Manslaughter/Infanticide","2","Female","Number","7"
"RCD08C01","Recorded crime suspected offenders","2022","2022","012","Dangerous Driving Leading to death","-","Both sexes","Number","30"
"RCD08C01","Recorded crime suspected offenders","2022","2022","012","Dangerous Driving Leading to death","1","Male","Number","26"
"RCD08C01","Recorded crime suspected offenders","2022","2022","012","Dangerous Driving Leading to death","2","Female","Number","4"
"RCD08C01","Recorded crime suspected offenders","2022","2022","02","Sexual Offences","-","Both sexes","Number","597"
"RCD08C01","Recorded crime suspected offenders","2022","2022","02","Sexual Offences","1","Male","Number","582"
"RCD08C01","Recorded crime suspected offenders","2022","2022","02","Sexual Offences","2","Female","Number","15"
"RCD08C01","Recorded crime suspected offenders","2022","2022","021","Rape & Sexual Assault","-","Both sexes","Number","469"
"RCD08C01","Recorded crime suspected offenders","2022","2022","021","Rape & Sexual Assault","1","Male","Number","462"
"RCD08C01","Recorded crime suspected offenders","2022","2022","021","Rape & Sexual Assault","2","Female","Number","7"
"RCD08C01","Recorded crime suspected offenders","2022","2022","022","Other Sexual offences","-","Both sexes","Number","128"
"RCD08C01","Recorded crime suspected offenders","2022","2022","022","Other Sexual offences","1","Male","Number","120"
"RCD08C01","Recorded crime suspected offenders","2022","2022","022","Other Sexual offences","2","Female","Number","8"
"RCD08C01","Recorded crime suspected offenders","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","Number","8411"
"RCD08C01","Recorded crime suspected offenders","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","Number","6791"
"RCD08C01","Recorded crime suspected offenders","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","Number","1620"
"RCD08C01","Recorded crime suspected offenders","2022","2022","031","Attempts/Threats to Murder","-","Both sexes","Number","553"
"RCD08C01","Recorded crime suspected offenders","2022","2022","031","Attempts/Threats to Murder","1","Male","Number","521"
"RCD08C01","Recorded crime suspected offenders","2022","2022","031","Attempts/Threats to Murder","2","Female","Number","32"
"RCD08C01","Recorded crime suspected offenders","2022","2022","032","Assaults","-","Both sexes","Number","7621"
"RCD08C01","Recorded crime suspected offenders","2022","2022","032","Assaults","1","Male","Number","6070"
"RCD08C01","Recorded crime suspected offenders","2022","2022","032","Assaults","2","Female","Number","1551"
"RCD08C01","Recorded crime suspected offenders","2022","2022","033","Harassment & Related offences","-","Both sexes","Number","237"
"RCD08C01","Recorded crime suspected offenders","2022","2022","033","Harassment & Related offences","1","Male","Number","200"
"RCD08C01","Recorded crime suspected offenders","2022","2022","033","Harassment & Related offences","2","Female","Number","37"
"RCD08C01","Recorded crime suspected offenders","2022","2022","04","Dangerous or Negligent Acts","-","Both sexes","Number","7111"
"RCD08C01","Recorded crime suspected offenders","2022","2022","04","Dangerous or Negligent Acts","1","Male","Number","6067"
"RCD08C01","Recorded crime suspected offenders","2022","2022","04","Dangerous or Negligent Acts","2","Female","Number","1044"
"RCD08C01","Recorded crime suspected offenders","2022","2022","05","Kidnapping and Related Offences","-","Both sexes","Number","82"
"RCD08C01","Recorded crime suspected offenders","2022","2022","05","Kidnapping and Related Offences","1","Male","Number","74"
"RCD08C01","Recorded crime suspected offenders","2022","2022","05","Kidnapping and Related Offences","2","Female","Number","8"
"RCD08C01","Recorded crime suspected offenders","2022","2022","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","Number","797"
"RCD08C01","Recorded crime suspected offenders","2022","2022","06","Robbery, Extortion and Hijacking Offences","1","Male","Number","737"
"RCD08C01","Recorded crime suspected offenders","2022","2022","06","Robbery, Extortion and Hijacking Offences","2","Female","Number","60"
"RCD08C01","Recorded crime suspected offenders","2022","2022","07","Burglary and Related Offences","-","Both sexes","Number","2443"
"RCD08C01","Recorded crime suspected offenders","2022","2022","07","Burglary and Related Offences","1","Male","Number","2201"
"RCD08C01","Recorded crime suspected offenders","2022","2022","07","Burglary and Related Offences","2","Female","Number","242"
"RCD08C01","Recorded crime suspected offenders","2022","2022","08","Theft and Related Offences","-","Both sexes","Number","24096"
"RCD08C01","Recorded crime suspected offenders","2022","2022","08","Theft and Related Offences","1","Male","Number","15391"
"RCD08C01","Recorded crime suspected offenders","2022","2022","08","Theft and Related Offences","2","Female","Number","8705"
"RCD08C01","Recorded crime suspected offenders","2022","2022","09","Fraud, Deception and Related Offences","-","Both sexes","Number","1281"
"RCD08C01","Recorded crime suspected offenders","2022","2022","09","Fraud, Deception and Related Offences","1","Male","Number","972"
"RCD08C01","Recorded crime suspected offenders","2022","2022","09","Fraud, Deception and Related Offences","2","Female","Number","309"
"RCD08C01","Recorded crime suspected offenders","2022","2022","10","Controlled Drug Offences","-","Both sexes","Number","15663"
"RCD08C01","Recorded crime suspected offenders","2022","2022","10","Controlled Drug Offences","1","Male","Number","13994"
"RCD08C01","Recorded crime suspected offenders","2022","2022","10","Controlled Drug Offences","2","Female","Number","1669"
"RCD08C01","Recorded crime suspected offenders","2022","2022","11","Weapons and Explosives Offences","-","Both sexes","Number","2021"
"RCD08C01","Recorded crime suspected offenders","2022","2022","11","Weapons and Explosives Offences","1","Male","Number","1883"
"RCD08C01","Recorded crime suspected offenders","2022","2022","11","Weapons and Explosives Offences","2","Female","Number","138"
"RCD08C01","Recorded crime suspected offenders","2022","2022","12","Damage to Property and to the Environment","-","Both sexes","Number","5077"
"RCD08C01","Recorded crime suspected offenders","2022","2022","12","Damage to Property and to the Environment","1","Male","Number","4545"
"RCD08C01","Recorded crime suspected offenders","2022","2022","12","Damage to Property and to the Environment","2","Female","Number","532"
"RCD08C01","Recorded crime suspected offenders","2022","2022","13","Public Order and other Social Code Offences","-","Both sexes","Number","27739"
"RCD08C01","Recorded crime suspected offenders","2022","2022","13","Public Order and other Social Code Offences","1","Male","Number","23150"
"RCD08C01","Recorded crime suspected offenders","2022","2022","13","Public Order and other Social Code Offences","2","Female","Number","4589"
"RCD08C01","Recorded crime suspected offenders","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","Number","9029"
"RCD08C01","Recorded crime suspected offenders","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","Number","7638"
"RCD08C01","Recorded crime suspected offenders","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","Number","1391"
"RCD08C01","Recorded crime suspected offenders","2023","2023","01","Homicide Offences","-","Both sexes","Number","66"
"RCD08C01","Recorded crime suspected offenders","2023","2023","01","Homicide Offences","1","Male","Number","60"
"RCD08C01","Recorded crime suspected offenders","2023","2023","01","Homicide Offences","2","Female","Number","6"
"RCD08C01","Recorded crime suspected offenders","2023","2023","011","Murder/Manslaughter/Infanticide","-","Both sexes","Number","31"
"RCD08C01","Recorded crime suspected offenders","2023","2023","011","Murder/Manslaughter/Infanticide","1","Male","Number","31"
"RCD08C01","Recorded crime suspected offenders","2023","2023","011","Murder/Manslaughter/Infanticide","2","Female","Number",""
"RCD08C01","Recorded crime suspected offenders","2023","2023","012","Dangerous Driving Leading to death","-","Both sexes","Number","35"
"RCD08C01","Recorded crime suspected offenders","2023","2023","012","Dangerous Driving Leading to death","1","Male","Number","29"
"RCD08C01","Recorded crime suspected offenders","2023","2023","012","Dangerous Driving Leading to death","2","Female","Number","6"
"RCD08C01","Recorded crime suspected offenders","2023","2023","02","Sexual Offences","-","Both sexes","Number","266"
"RCD08C01","Recorded crime suspected offenders","2023","2023","02","Sexual Offences","1","Male","Number","246"
"RCD08C01","Recorded crime suspected offenders","2023","2023","02","Sexual Offences","2","Female","Number","20"
"RCD08C01","Recorded crime suspected offenders","2023","2023","021","Rape & Sexual Assault","-","Both sexes","Number","216"
"RCD08C01","Recorded crime suspected offenders","2023","2023","021","Rape & Sexual Assault","1","Male","Number","212"
"RCD08C01","Recorded crime suspected offenders","2023","2023","021","Rape & Sexual Assault","2","Female","Number","4"
"RCD08C01","Recorded crime suspected offenders","2023","2023","022","Other Sexual offences","-","Both sexes","Number","50"
"RCD08C01","Recorded crime suspected offenders","2023","2023","022","Other Sexual offences","1","Male","Number","34"
"RCD08C01","Recorded crime suspected offenders","2023","2023","022","Other Sexual offences","2","Female","Number","16"
"RCD08C01","Recorded crime suspected offenders","2023","2023","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","Number","7155"
"RCD08C01","Recorded crime suspected offenders","2023","2023","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","Number","5703"
"RCD08C01","Recorded crime suspected offenders","2023","2023","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","Number","1452"
"RCD08C01","Recorded crime suspected offenders","2023","2023","031","Attempts/Threats to Murder","-","Both sexes","Number","417"
"RCD08C01","Recorded crime suspected offenders","2023","2023","031","Attempts/Threats to Murder","1","Male","Number","388"
"RCD08C01","Recorded crime suspected offenders","2023","2023","031","Attempts/Threats to Murder","2","Female","Number","29"
"RCD08C01","Recorded crime suspected offenders","2023","2023","032","Assaults","-","Both sexes","Number","6545"
"RCD08C01","Recorded crime suspected offenders","2023","2023","032","Assaults","1","Male","Number","5145"
"RCD08C01","Recorded crime suspected offenders","2023","2023","032","Assaults","2","Female","Number","1400"
"RCD08C01","Recorded crime suspected offenders","2023","2023","033","Harassment & Related offences","-","Both sexes","Number","193"
"RCD08C01","Recorded crime suspected offenders","2023","2023","033","Harassment & Related offences","1","Male","Number","170"
"RCD08C01","Recorded crime suspected offenders","2023","2023","033","Harassment & Related offences","2","Female","Number","23"
"RCD08C01","Recorded crime suspected offenders","2023","2023","04","Dangerous or Negligent Acts","-","Both sexes","Number","6412"
"RCD08C01","Recorded crime suspected offenders","2023","2023","04","Dangerous or Negligent Acts","1","Male","Number","5450"
"RCD08C01","Recorded crime suspected offenders","2023","2023","04","Dangerous or Negligent Acts","2","Female","Number","962"
"RCD08C01","Recorded crime suspected offenders","2023","2023","05","Kidnapping and Related Offences","-","Both sexes","Number","59"
"RCD08C01","Recorded crime suspected offenders","2023","2023","05","Kidnapping and Related Offences","1","Male","Number","56"
"RCD08C01","Recorded crime suspected offenders","2023","2023","05","Kidnapping and Related Offences","2","Female","Number","3"
"RCD08C01","Recorded crime suspected offenders","2023","2023","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","Number","790"
"RCD08C01","Recorded crime suspected offenders","2023","2023","06","Robbery, Extortion and Hijacking Offences","1","Male","Number","711"
"RCD08C01","Recorded crime suspected offenders","2023","2023","06","Robbery, Extortion and Hijacking Offences","2","Female","Number","79"
"RCD08C01","Recorded crime suspected offenders","2023","2023","07","Burglary and Related Offences","-","Both sexes","Number","2531"
"RCD08C01","Recorded crime suspected offenders","2023","2023","07","Burglary and Related Offences","1","Male","Number","2272"
"RCD08C01","Recorded crime suspected offenders","2023","2023","07","Burglary and Related Offences","2","Female","Number","259"
"RCD08C01","Recorded crime suspected offenders","2023","2023","08","Theft and Related Offences","-","Both sexes","Number","25848"
"RCD08C01","Recorded crime suspected offenders","2023","2023","08","Theft and Related Offences","1","Male","Number","16698"
"RCD08C01","Recorded crime suspected offenders","2023","2023","08","Theft and Related Offences","2","Female","Number","9150"
"RCD08C01","Recorded crime suspected offenders","2023","2023","09","Fraud, Deception and Related Offences","-","Both sexes","Number","1081"
"RCD08C01","Recorded crime suspected offenders","2023","2023","09","Fraud, Deception and Related Offences","1","Male","Number","867"
"RCD08C01","Recorded crime suspected offenders","2023","2023","09","Fraud, Deception and Related Offences","2","Female","Number","214"
"RCD08C01","Recorded crime suspected offenders","2023","2023","10","Controlled Drug Offences","-","Both sexes","Number","14008"
"RCD08C01","Recorded crime suspected offenders","2023","2023","10","Controlled Drug Offences","1","Male","Number","12562"
"RCD08C01","Recorded crime suspected offenders","2023","2023","10","Controlled Drug Offences","2","Female","Number","1446"
"RCD08C01","Recorded crime suspected offenders","2023","2023","11","Weapons and Explosives Offences","-","Both sexes","Number","2055"
"RCD08C01","Recorded crime suspected offenders","2023","2023","11","Weapons and Explosives Offences","1","Male","Number","1892"
"RCD08C01","Recorded crime suspected offenders","2023","2023","11","Weapons and Explosives Offences","2","Female","Number","163"
"RCD08C01","Recorded crime suspected offenders","2023","2023","12","Damage to Property and to the Environment","-","Both sexes","Number","4937"
"RCD08C01","Recorded crime suspected offenders","2023","2023","12","Damage to Property and to the Environment","1","Male","Number","4341"
"RCD08C01","Recorded crime suspected offenders","2023","2023","12","Damage to Property and to the Environment","2","Female","Number","596"
"RCD08C01","Recorded crime suspected offenders","2023","2023","13","Public Order and other Social Code Offences","-","Both sexes","Number","25383"
"RCD08C01","Recorded crime suspected offenders","2023","2023","13","Public Order and other Social Code Offences","1","Male","Number","21062"
"RCD08C01","Recorded crime suspected offenders","2023","2023","13","Public Order and other Social Code Offences","2","Female","Number","4321"
"RCD08C01","Recorded crime suspected offenders","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","Number","9622"
"RCD08C01","Recorded crime suspected offenders","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","Number","8086"
"RCD08C01","Recorded crime suspected offenders","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","Number","1536"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","01","Homicide Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","01","Homicide Offences","1","Male","%","87"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","01","Homicide Offences","2","Female","%","13"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","011","Murder/Manslaughter/Infanticide","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","011","Murder/Manslaughter/Infanticide","1","Male","%","89"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","011","Murder/Manslaughter/Infanticide","2","Female","%","11"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","012","Dangerous Driving Leading to death","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","012","Dangerous Driving Leading to death","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","012","Dangerous Driving Leading to death","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","02","Sexual Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","02","Sexual Offences","1","Male","%","98"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","02","Sexual Offences","2","Female","%","2"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","021","Rape & Sexual Assault","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","021","Rape & Sexual Assault","1","Male","%","99"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","021","Rape & Sexual Assault","2","Female","%","1"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","022","Other Sexual offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","022","Other Sexual offences","1","Male","%","94"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","022","Other Sexual offences","2","Female","%","6"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","%","81"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","%","19"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","031","Attempts/Threats to Murder","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","031","Attempts/Threats to Murder","1","Male","%","94"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","031","Attempts/Threats to Murder","2","Female","%","6"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","032","Assaults","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","032","Assaults","1","Male","%","80"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","032","Assaults","2","Female","%","20"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","033","Harassment & Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","033","Harassment & Related offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","033","Harassment & Related offences","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","04","Dangerous or Negligent Acts","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","04","Dangerous or Negligent Acts","1","Male","%","86"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","04","Dangerous or Negligent Acts","2","Female","%","14"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","05","Kidnapping and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","05","Kidnapping and Related Offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","05","Kidnapping and Related Offences","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","06","Robbery, Extortion and Hijacking Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","06","Robbery, Extortion and Hijacking Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","07","Burglary and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","07","Burglary and Related Offences","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","07","Burglary and Related Offences","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","08","Theft and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","08","Theft and Related Offences","1","Male","%","62"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","08","Theft and Related Offences","2","Female","%","38"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","09","Fraud, Deception and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","09","Fraud, Deception and Related Offences","1","Male","%","76"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","09","Fraud, Deception and Related Offences","2","Female","%","24"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","10","Controlled Drug Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","10","Controlled Drug Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","10","Controlled Drug Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","11","Weapons and Explosives Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","11","Weapons and Explosives Offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","11","Weapons and Explosives Offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","12","Damage to Property and to the Environment","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","12","Damage to Property and to the Environment","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","12","Damage to Property and to the Environment","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","13","Public Order and other Social Code Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","13","Public Order and other Social Code Offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","13","Public Order and other Social Code Offences","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","01","Homicide Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","01","Homicide Offences","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","01","Homicide Offences","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","011","Murder/Manslaughter/Infanticide","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","011","Murder/Manslaughter/Infanticide","1","Male","%","91"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","011","Murder/Manslaughter/Infanticide","2","Female","%","9"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","012","Dangerous Driving Leading to death","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","012","Dangerous Driving Leading to death","1","Male","%","73"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","012","Dangerous Driving Leading to death","2","Female","%","27"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","02","Sexual Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","02","Sexual Offences","1","Male","%","99"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","02","Sexual Offences","2","Female","%","1"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","021","Rape & Sexual Assault","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","021","Rape & Sexual Assault","1","Male","%","99"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","021","Rape & Sexual Assault","2","Female","%","1"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","022","Other Sexual offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","022","Other Sexual offences","1","Male","%","95"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","022","Other Sexual offences","2","Female","%","5"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","%","80"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","%","20"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","031","Attempts/Threats to Murder","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","031","Attempts/Threats to Murder","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","031","Attempts/Threats to Murder","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","032","Assaults","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","032","Assaults","1","Male","%","79"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","032","Assaults","2","Female","%","21"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","033","Harassment & Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","033","Harassment & Related offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","033","Harassment & Related offences","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","04","Dangerous or Negligent Acts","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","04","Dangerous or Negligent Acts","1","Male","%","86"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","04","Dangerous or Negligent Acts","2","Female","%","14"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","05","Kidnapping and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","05","Kidnapping and Related Offences","1","Male","%","88"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","05","Kidnapping and Related Offences","2","Female","%","12"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","06","Robbery, Extortion and Hijacking Offences","1","Male","%","94"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","06","Robbery, Extortion and Hijacking Offences","2","Female","%","6"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","07","Burglary and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","07","Burglary and Related Offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","07","Burglary and Related Offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","08","Theft and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","08","Theft and Related Offences","1","Male","%","62"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","08","Theft and Related Offences","2","Female","%","38"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","09","Fraud, Deception and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","09","Fraud, Deception and Related Offences","1","Male","%","77"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","09","Fraud, Deception and Related Offences","2","Female","%","23"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","10","Controlled Drug Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","10","Controlled Drug Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","10","Controlled Drug Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","11","Weapons and Explosives Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","11","Weapons and Explosives Offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","11","Weapons and Explosives Offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","12","Damage to Property and to the Environment","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","12","Damage to Property and to the Environment","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","12","Damage to Property and to the Environment","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","13","Public Order and other Social Code Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","13","Public Order and other Social Code Offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","13","Public Order and other Social Code Offences","2","Female","%","16"
